lower_limit,left_limit,upper_limit,right_limit,input_text
21.0,78.75,21.25,79.0,F44M16
21.5,78.0,21.75,78.25,F44M2
21.25,78.0,21.5,78.25,F44M3
21.0,78.0,21.25,78.25,F44M4
21.75,78.25,22.0,78.5,F44M5
21.5,78.25,21.75,78.5,F44M6
21.25,78.25,21.5,78.5,F44M7
21.0,78.25,21.25,78.5,F44M8
21.75,78.5,22.0,78.75,F44M9
21.75,79.0,22.0,79.25,F44N1
21.5,79.5,21.75,79.75,F44N10
21.25,79.5,21.5,79.75,F44N11
21.0,79.5,21.25,79.75,F44N12
21.75,79.75,22.0,80.0,F44N13
21.5,79.75,21.75,80.0,F44N14
21.25,79.75,21.5,80.0,F44N15
21.0,79.75,21.25,80.0,F44N16
21.5,79.0,21.75,79.25,F44N2
21.25,79.0,21.5,79.25,F44N3
21.0,79.0,21.25,79.25,F44N4
21.75,79.25,22.0,79.5,F44N5
21.5,79.25,21.75,79.5,F44N6
21.25,79.25,21.5,79.5,F44N7
21.0,79.25,21.25,79.5,F44N8
21.75,79.5,22.0,79.75,F44N9
21.75,80.0,22.0,80.25,F44O1
21.5,80.5,21.75,80.75,F44O10
21.25,80.5,21.5,80.75,F44O11
21.0,80.5,21.25,80.75,F44O12
21.75,80.75,22.0,81.0,F44O13
21.5,80.75,21.75,81.0,F44O14
21.25,80.75,21.5,81.0,F44O15
21.0,80.75,21.25,81.0,F44O16
21.5,80.0,21.75,80.25,F44O2
21.25,80.0,21.5,80.25,F44O3
21.0,80.0,21.25,80.25,F44O4
21.75,80.25,22.0,80.5,F44O5
21.5,80.25,21.75,80.5,F44O6
21.25,80.25,21.5,80.5,F44O7
21.0,80.25,21.25,80.5,F44O8
21.75,80.5,22.0,80.75,F44O9
21.75,81.0,22.0,81.25,F44P1
21.5,81.5,21.75,81.75,F44P10
21.25,81.5,21.5,81.75,F44P11
21.0,81.5,21.25,81.75,F44P12
21.75,81.75,22.0,82.0,F44P13
21.5,81.75,21.75,82.0,F44P14
21.25,81.75,21.5,82.0,F44P15
21.0,81.75,21.25,82.0,F44P16
21.5,81.0,21.75,81.25,F44P2
21.25,81.0,21.5,81.25,F44P3
21.0,81.0,21.25,81.25,F44P4
21.75,81.25,22.0,81.5,F44P5
21.5,81.25,21.75,81.5,F44P6
21.25,81.25,21.5,81.5,F44P7
21.0,81.25,21.25,81.5,F44P8
21.75,81.5,22.0,81.75,F44P9
21.75,82.0,22.0,82.25,F44Q1
21.5,82.5,21.75,82.75,F44Q10
21.25,82.5,21.5,82.75,F44Q11
21.0,82.5,21.25,82.75,F44Q12
21.75,82.75,22.0,83.0,F44Q13
21.5,82.75,21.75,83.0,F44Q14
21.25,82.75,21.5,83.0,F44Q15
21.0,82.75,21.25,83.0,F44Q16
21.5,82.0,21.75,82.25,F44Q2
21.25,82.0,21.5,82.25,F44Q3
21.0,82.0,21.25,82.25,F44Q4
21.75,82.25,22.0,82.5,F44Q5
21.5,82.25,21.75,82.5,F44Q6
21.25,82.25,21.5,82.5,F44Q7
21.0,82.25,21.25,82.5,F44Q8
21.75,82.5,22.0,82.75,F44Q9
21.75,83.0,22.0,83.25,F44R1
21.5,83.5,21.75,83.75,F44R10
21.25,83.5,21.5,83.75,F44R11
21.0,83.5,21.25,83.75,F44R12
21.75,83.75,22.0,84.0,F44R13
21.5,83.75,21.75,84.0,F44R14
21.25,83.75,21.5,84.0,F44R15
21.0,83.75,21.25,84.0,F44R16
21.5,83.0,21.75,83.25,F44R2
21.25,83.0,21.5,83.25,F44R3
21.0,83.0,21.25,83.25,F44R4
21.75,83.25,22.0,83.5,F44R5
21.5,83.25,21.75,83.5,F44R6
21.25,83.25,21.5,83.5,F44R7
21.0,83.25,21.25,83.5,F44R8
21.75,83.5,22.0,83.75,F44R9
20.75,78.0,21.0,78.25,F44S1
20.5,78.5,20.75,78.75,F44S10
20.25,78.5,20.5,78.75,F44S11
20.0,78.5,20.25,78.75,F44S12
20.75,78.75,21.0,79.0,F44S13
20.5,78.75,20.75,79.0,F44S14
20.25,78.75,20.5,79.0,F44S15
20.0,78.75,20.25,79.0,F44S16
20.5,78.0,20.75,78.25,F44S2
20.25,78.0,20.5,78.25,F44S3
20.0,78.0,20.25,78.25,F44S4
20.75,78.25,21.0,78.5,F44S5
20.5,78.25,20.75,78.5,F44S6
20.25,78.25,20.5,78.5,F44S7
20.0,78.25,20.25,78.5,F44S8
20.75,78.5,21.0,78.75,F44S9
20.75,79.0,21.0,79.25,F44T1
20.5,79.5,20.75,79.75,F44T10
20.25,79.5,20.5,79.75,F44T11
20.0,79.5,20.25,79.75,F44T12
20.75,79.75,21.0,80.0,F44T13
20.5,79.75,20.75,80.0,F44T14
20.25,79.75,20.5,80.0,F44T15
20.0,79.75,20.25,80.0,F44T16
20.5,79.0,20.75,79.25,F44T2
20.25,79.0,20.5,79.25,F44T3
20.0,79.0,20.25,79.25,F44T4
20.75,79.25,21.0,79.5,F44T5
20.5,79.25,20.75,79.5,F44T6
20.25,79.25,20.5,79.5,F44T7
20.0,79.25,20.25,79.5,F44T8
20.75,79.5,21.0,79.75,F44T9
20.5,80.5,20.75,80.75,F44U10
20.25,80.5,20.5,80.75,F44U11
20.0,80.5,20.25,80.75,F44U12
20.75,80.75,21.0,81.0,F44U13
20.5,80.75,20.75,81.0,F44U14
20.25,80.75,20.5,81.0,F44U15
20.0,80.75,20.25,81.0,F44U16
20.75,80.25,21.0,80.5,F44U5
20.0,80.25,20.25,80.5,F44U8
20.75,80.5,21.0,80.75,F44U9
20.75,81.0,21.0,81.25,F44V1
20.5,81.5,20.75,81.75,F44V10
20.25,81.5,20.5,81.75,F44V11
20.0,81.5,20.25,81.75,F44V12
20.75,81.75,21.0,82.0,F44V13
20.5,81.75,20.75,82.0,F44V14
20.25,81.75,20.5,82.0,F44V15
20.0,81.75,20.25,82.0,F44V16
20.5,81.0,20.75,81.25,F44V2
20.25,81.0,20.5,81.25,F44V3
20.0,81.0,20.25,81.25,F44V4
20.75,81.25,21.0,81.5,F44V5
20.5,81.25,20.75,81.5,F44V6
20.25,81.25,20.5,81.5,F44V7
20.0,81.25,20.25,81.5,F44V8
20.75,81.5,21.0,81.75,F44V9
20.75,82.0,21.0,82.25,F44W1
20.5,82.5,20.75,82.75,F44W10
20.25,82.5,20.5,82.75,F44W11
20.0,82.5,20.25,82.75,F44W12
20.75,82.75,21.0,83.0,F44W13
20.5,82.75,20.75,83.0,F44W14
20.25,82.75,20.5,83.0,F44W15
20.0,82.75,20.25,83.0,F44W16
20.5,82.0,20.75,82.25,F44W2
20.25,82.0,20.5,82.25,F44W3
20.0,82.0,20.25,82.25,F44W4
20.75,82.25,21.0,82.5,F44W5
20.5,82.25,20.75,82.5,F44W6
20.25,82.25,20.5,82.5,F44W7
20.0,82.25,20.25,82.5,F44W8
20.75,82.5,21.0,82.75,F44W9
20.75,83.0,21.0,83.25,F44X1
20.5,83.5,20.75,83.75,F44X10
20.25,83.5,20.5,83.75,F44X11
20.0,83.5,20.25,83.75,F44X12
20.75,83.75,21.0,84.0,F44X13
20.5,83.75,20.75,84.0,F44X14
20.25,83.75,20.5,84.0,F44X15
20.0,83.75,20.25,84.0,F44X16
20.5,83.0,20.75,83.25,F44X2
20.25,83.0,20.5,83.25,F44X3
20.0,83.0,20.25,83.25,F44X4
20.75,83.25,21.0,83.5,F44X5
20.5,83.25,20.75,83.5,F44X6
20.25,83.25,20.5,83.5,F44X7
20.0,83.25,20.25,83.5,F44X8
20.75,83.5,21.0,83.75,F44X9
23.75,84.0,24.0,84.25,F45A1
23.5,84.5,23.75,84.75,F45A10
23.25,84.5,23.5,84.75,F45A11
23.0,84.5,23.25,84.75,F45A12
23.75,84.75,24.0,85.0,F45A13
23.5,84.75,23.75,85.0,F45A14
23.25,84.75,23.5,85.0,F45A15
23.0,84.75,23.25,85.0,F45A16
23.5,84.0,23.75,84.25,F45A2
23.25,84.0,23.5,84.25,F45A3
23.0,84.0,23.25,84.25,F45A4
23.75,84.25,24.0,84.5,F45A5
23.5,84.25,23.75,84.5,F45A6
23.25,84.25,23.5,84.5,F45A7
23.0,84.25,23.25,84.5,F45A8
23.75,84.5,24.0,84.75,F45A9
23.75,85.0,24.0,85.25,F45B1
23.5,85.5,23.75,85.75,F45B10
23.25,85.5,23.5,85.75,F45B11
23.0,85.5,23.25,85.75,F45B12
23.75,85.75,24.0,86.0,F45B13
23.5,85.75,23.75,86.0,F45B14
23.25,85.75,23.5,86.0,F45B15
23.0,85.75,23.25,86.0,F45B16
23.5,85.0,23.75,85.25,F45B2
23.25,85.0,23.5,85.25,F45B3
23.0,85.0,23.25,85.25,F45B4
23.75,85.25,24.0,85.5,F45B5
23.5,85.25,23.75,85.5,F45B6
23.25,85.25,23.5,85.5,F45B7
23.0,85.25,23.25,85.5,F45B8
23.75,85.5,24.0,85.75,F45B9
23.75,86.0,24.0,86.25,F45C1
23.5,86.5,23.75,86.75,F45C10
23.25,86.5,23.5,86.75,F45C11
23.0,86.5,23.25,86.75,F45C12
23.75,86.75,24.0,87.0,F45C13
23.5,86.75,23.75,87.0,F45C14
23.25,86.75,23.5,87.0,F45C15
23.0,86.75,23.25,87.0,F45C16
23.5,86.0,23.75,86.25,F45C2
23.25,86.0,23.5,86.25,F45C3
23.0,86.0,23.25,86.25,F45C4
23.75,86.25,24.0,86.5,F45C5
23.5,86.25,23.75,86.5,F45C6
23.25,86.25,23.5,86.5,F45C7
23.0,86.25,23.25,86.5,F45C8
23.75,86.5,24.0,86.75,F45C9
23.75,87.0,24.0,87.25,F45D1
23.5,87.5,23.75,87.75,F45D10
23.25,87.5,23.5,87.75,F45D11
23.0,87.5,23.25,87.75,F45D12
23.75,87.75,24.0,88.0,F45D13
23.5,87.75,23.75,88.0,F45D14
23.25,87.75,23.5,88.0,F45D15
23.0,87.75,23.25,88.0,F45D16
23.5,87.0,23.75,87.25,F45D2
23.25,87.0,23.5,87.25,F45D3
23.0,87.0,23.25,87.25,F45D4
23.75,87.25,24.0,87.5,F45D5
23.5,87.25,23.75,87.5,F45D6
23.25,87.25,23.5,87.5,F45D7
23.0,87.25,23.25,87.5,F45D8
23.75,87.5,24.0,87.75,F45D9
23.75,88.0,24.0,88.25,F45E1
23.5,88.0,23.75,88.25,F45E2
23.25,88.0,23.5,88.25,F45E3
23.0,88.0,23.25,88.25,F45E4
23.75,88.25,24.0,88.5,F45E5
23.5,88.25,23.75,88.5,F45E6
23.25,88.25,23.5,88.5,F45E7
23.0,88.25,23.25,88.5,F45E8
22.75,84.0,23.0,84.25,F45G1
22.5,84.5,22.75,84.75,F45G10
22.25,84.5,22.5,84.75,F45G11
22.0,84.5,22.25,84.75,F45G12
22.75,84.75,23.0,85.0,F45G13
22.5,84.75,22.75,85.0,F45G14
22.25,84.75,22.5,85.0,F45G15
22.0,84.75,22.25,85.0,F45G16
22.5,84.0,22.75,84.25,F45G2
22.25,84.0,22.5,84.25,F45G3
22.0,84.0,22.25,84.25,F45G4
22.75,84.25,23.0,84.5,F45G5
22.5,84.25,22.75,84.5,F45G6
22.25,84.25,22.5,84.5,F45G7
22.0,84.25,22.25,84.5,F45G8
22.75,84.5,23.0,84.75,F45G9
22.75,85.0,23.0,85.25,F45H1
22.5,85.5,22.75,85.75,F45H10
22.25,85.5,22.5,85.75,F45H11
22.0,85.5,22.25,85.75,F45H12
22.75,85.75,23.0,86.0,F45H13
22.5,85.75,22.75,86.0,F45H14
22.0,85.75,22.25,86.0,F45H16
22.5,85.0,22.75,85.25,F45H2
22.25,85.0,22.5,85.25,F45H3
22.0,85.0,22.25,85.25,F45H4
22.75,85.25,23.0,85.5,F45H5
22.5,85.25,22.75,85.5,F45H6
22.25,85.25,22.5,85.5,F45H7
22.0,85.25,22.25,85.5,F45H8
22.75,85.5,23.0,85.75,F45H9
22.75,86.0,23.0,86.25,F45I1
22.5,86.5,22.75,86.75,F45I10
22.25,86.5,22.5,86.75,F45I11
22.0,86.5,22.25,86.75,F45I12
22.75,86.75,23.0,87.0,F45I13
22.5,86.75,22.75,87.0,F45I14
22.25,86.75,22.5,87.0,F45I15
22.0,86.75,22.25,87.0,F45I16
22.5,86.0,22.75,86.25,F45I2
22.25,86.0,22.5,86.25,F45I3
22.0,86.0,22.25,86.25,F45I4
22.75,86.25,23.0,86.5,F45I5
22.5,86.25,22.75,86.5,F45I6
22.25,86.25,22.5,86.5,F45I7
22.0,86.25,22.25,86.5,F45I8
22.75,86.5,23.0,86.75,F45I9
22.75,87.0,23.0,87.25,F45J1
22.5,87.5,22.75,87.75,F45J10
22.25,87.5,22.5,87.75,F45J11
22.75,87.75,23.0,88.0,F45J13
22.5,87.75,22.75,88.0,F45J14
22.25,87.75,22.5,88.0,F45J15
22.0,87.75,22.25,88.0,F45J16
22.5,87.0,22.75,87.25,F45J2
22.25,87.0,22.5,87.25,F45J3
22.0,87.0,22.25,87.25,F45J4
22.75,87.25,23.0,87.5,F45J5
22.5,87.25,22.75,87.5,F45J6
22.25,87.25,22.5,87.5,F45J7
22.0,87.25,22.25,87.5,F45J8
22.75,87.5,23.0,87.75,F45J9
22.75,88.0,23.0,88.25,F45K1
22.5,88.5,22.75,88.75,F45K10
22.25,88.5,22.5,88.75,F45K11
22.0,88.5,22.25,88.75,F45K12
22.0,88.75,22.25,89.0,F45K16
22.5,88.0,22.75,88.25,F45K2
22.25,88.0,22.5,88.25,F45K3
22.0,88.0,22.25,88.25,F45K4
22.75,88.25,23.0,88.5,F45K5
22.5,88.25,22.75,88.5,F45K6
22.25,88.25,22.5,88.5,F45K7
22.0,88.25,22.25,88.5,F45K8
22.75,88.5,23.0,88.75,F45K9
21.75,84.0,22.0,84.25,F45M1
21.5,84.5,21.75,84.75,F45M10
21.25,84.5,21.5,84.75,F45M11
21.0,84.5,21.25,84.75,F45M12
21.75,84.75,22.0,85.0,F45M13
21.5,84.75,21.75,85.0,F45M14
21.25,84.75,21.5,85.0,F45M15
21.0,84.75,21.25,85.0,F45M16
21.5,84.0,21.75,84.25,F45M2
21.25,84.0,21.5,84.25,F45M3
21.0,84.0,21.25,84.25,F45M4
21.75,84.25,22.0,84.5,F45M5
21.5,84.25,21.75,84.5,F45M6
21.25,84.25,21.5,84.5,F45M7
21.0,84.25,21.25,84.5,F45M8
21.75,84.5,22.0,84.75,F45M9
21.75,85.0,22.0,85.25,F45N1
21.5,85.5,21.75,85.75,F45N10
21.25,85.5,21.5,85.75,F45N11
21.0,85.5,21.25,85.75,F45N12
21.75,85.75,22.0,86.0,F45N13
21.5,85.75,21.75,86.0,F45N14
21.25,85.75,21.5,86.0,F45N15
21.0,85.75,21.25,86.0,F45N16
21.5,85.0,21.75,85.25,F45N2
21.25,85.0,21.5,85.25,F45N3
21.0,85.0,21.25,85.25,F45N4
21.75,85.25,22.0,85.5,F45N5
21.5,85.25,21.75,85.5,F45N6
21.25,85.25,21.5,85.5,F45N7
21.0,85.25,21.25,85.5,F45N8
21.75,85.5,22.0,85.75,F45N9
21.75,86.0,22.0,86.25,F45O1
21.5,86.5,21.75,86.75,F45O10
21.25,86.5,21.5,86.75,F45O11
21.0,86.5,21.25,86.75,F45O12
21.75,86.75,22.0,87.0,F45O13
21.5,86.75,21.75,87.0,F45O14
21.25,86.75,21.5,87.0,F45O15
21.0,86.75,21.25,87.0,F45O16
21.5,86.0,21.75,86.25,F45O2
21.25,86.0,21.5,86.25,F45O3
21.0,86.0,21.25,86.25,F45O4
21.75,86.25,22.0,86.5,F45O5
21.5,86.25,21.75,86.5,F45O6
21.25,86.25,21.5,86.5,F45O7
21.0,86.25,21.25,86.5,F45O8
21.75,86.5,22.0,86.75,F45O9
21.75,87.0,22.0,87.25,F45P1
21.5,87.5,21.75,87.75,F45P10
21.75,87.75,22.0,88.0,F45P13
21.5,87.75,21.75,88.0,F45P14
21.5,87.0,21.75,87.25,F45P2
21.25,87.0,21.5,87.25,F45P3
21.75,87.25,22.0,87.5,F45P5
21.5,87.25,21.75,87.5,F45P6
21.75,87.5,22.0,87.75,F45P9
21.75,88.0,22.0,88.25,F45Q1
21.5,88.5,21.75,88.75,F45Q10
21.75,88.75,22.0,89.0,F45Q13
21.5,88.75,21.75,89.0,F45Q14
21.5,88.0,21.75,88.25,F45Q2
21.75,88.25,22.0,88.5,F45Q5
21.5,88.25,21.75,88.5,F45Q6
20.75,84.0,21.0,84.25,F45S1
20.5,84.5,20.75,84.75,F45S10
20.25,84.5,20.5,84.75,F45S11
20.0,84.5,20.25,84.75,F45S12
20.75,84.75,21.0,85.0,F45S13
20.5,84.75,20.75,85.0,F45S14
20.25,84.75,20.5,85.0,F45S15
20.0,84.75,20.25,85.0,F45S16
20.5,84.0,20.75,84.25,F45S2
20.25,84.0,20.5,84.25,F45S3
20.0,84.0,20.25,84.25,F45S4
20.75,84.25,21.0,84.5,F45S5
20.5,84.25,20.75,84.5,F45S6
20.25,84.25,20.5,84.5,F45S7
20.0,84.25,20.25,84.5,F45S8
20.75,84.5,21.0,84.75,F45S9
20.75,85.0,21.0,85.25,F45T1
20.5,85.5,20.75,85.75,F45T10
20.25,85.5,20.5,85.75,F45T11
20.0,85.5,20.25,85.75,F45T12
20.75,85.75,21.0,86.0,F45T13
20.5,85.75,20.75,86.0,F45T14
20.25,85.75,20.5,86.0,F45T15
20.0,85.75,20.25,86.0,F45T16
20.5,85.0,20.75,85.25,F45T2
20.25,85.0,20.5,85.25,F45T3
20.0,85.0,20.25,85.25,F45T4
20.75,85.25,21.0,85.5,F45T5
20.5,85.25,20.75,85.5,F45T6
20.25,85.25,20.5,85.5,F45T7
20.0,85.25,20.25,85.5,F45T8
20.75,85.5,21.0,85.75,F45T9
20.75,86.0,21.0,86.25,F45U1
20.5,86.5,20.75,86.75,F45U10
20.25,86.5,20.5,86.75,F45U11
20.0,86.5,20.25,86.75,F45U12
20.75,86.75,21.0,87.0,F45U13
20.5,86.75,20.75,87.0,F45U14
20.25,86.75,20.5,87.0,F45U15
20.5,86.0,20.75,86.25,F45U2
20.25,86.0,20.5,86.25,F45U3
20.0,86.0,20.25,86.25,F45U4
20.75,86.25,21.0,86.5,F45U5
20.5,86.25,20.75,86.5,F45U6
20.25,86.25,20.5,86.5,F45U7
20.0,86.25,20.25,86.5,F45U8
20.75,86.5,21.0,86.75,F45U9
23.5,91.5,23.75,91.75,F46B10
23.25,91.5,23.5,91.75,F46B11
23.75,91.75,24.0,92.0,F46B13
23.5,91.25,23.75,91.5,F46B6
23.75,92.0,24.0,92.25,F46C1
23.5,92.5,23.75,92.75,F46C10
23.25,92.5,23.5,92.75,F46C11
23.0,92.5,23.25,92.75,F46C12
23.75,92.75,24.0,93.0,F46C13
23.5,92.75,23.75,93.0,F46C14
23.25,92.75,23.5,93.0,F46C15
23.0,92.75,23.25,93.0,F46C16
23.75,92.25,24.0,92.5,F46C5
23.75,92.5,24.0,92.75,F46C9
23.75,93.0,24.0,93.25,F46D1
23.5,93.0,23.75,93.25,F46D2
23.25,93.0,23.5,93.25,F46D3
22.75,92.75,23.0,93.0,F46I13
22.5,92.75,22.75,93.0,F46I14
22.25,92.75,22.5,93.0,F46I15
22.75,92.5,23.0,92.75,F46I9
27.25,69.5,27.5,69.75,G42D11
27.0,69.75,27.25,70.0,G42D16
27.75,70.0,28.0,70.25,G42E1
27.5,70.5,27.75,70.75,G42E10
27.25,70.5,27.5,70.75,G42E11
27.0,70.5,27.25,70.75,G42E12
27.5,70.75,27.75,71.0,G42E14
27.25,70.75,27.5,71.0,G42E15
27.0,70.75,27.25,71.0,G42E16
27.5,70.0,27.75,70.25,G42E2
27.25,70.0,27.5,70.25,G42E3
27.0,70.0,27.25,70.25,G42E4
27.5,70.25,27.75,70.5,G42E6
27.25,70.25,27.5,70.5,G42E7
27.0,70.25,27.25,70.5,G42E8
27.5,71.5,27.75,71.75,G42F10
27.25,71.5,27.5,71.75,G42F11
27.0,71.5,27.25,71.75,G42F12
27.5,71.75,27.75,72.0,G42F14
27.25,71.75,27.5,72.0,G42F15
27.0,71.75,27.25,72.0,G42F16
27.25,71.0,27.5,71.25,G42F3
27.0,71.0,27.25,71.25,G42F4
27.5,71.25,27.75,71.5,G42F6
27.25,71.25,27.5,71.5,G42F7
27.0,71.25,27.25,71.5,G42F8
26.75,69.75,27.0,70.0,G42J13
26.75,70.0,27.0,70.25,G42K1
26.5,70.5,26.75,70.75,G42K10
26.25,70.5,26.5,70.75,G42K11
26.0,70.5,26.25,70.75,G42K12
26.75,70.75,27.0,71.0,G42K13
26.5,70.75,26.75,71.0,G42K14
26.25,70.75,26.5,71.0,G42K15
26.0,70.75,26.25,71.0,G42K16
26.25,70.0,26.5,70.25,G42K3
26.75,70.25,27.0,70.5,G42K5
26.5,70.25,26.75,70.5,G42K6
26.25,70.25,26.5,70.5,G42K7
26.0,70.25,26.25,70.5,G42K8
26.75,70.5,27.0,70.75,G42K9
26.75,71.0,27.0,71.25,G42L1
26.5,71.5,26.75,71.75,G42L10
26.25,71.5,26.5,71.75,G42L11
26.0,71.5,26.25,71.75,G42L12
26.75,71.75,27.0,72.0,G42L13
26.5,71.75,26.75,72.0,G42L14
26.25,71.75,26.5,72.0,G42L15
26.0,71.75,26.25,72.0,G42L16
26.5,71.0,26.75,71.25,G42L2
26.25,71.0,26.5,71.25,G42L3
26.0,71.0,26.25,71.25,G42L4
26.75,71.25,27.0,71.5,G42L5
26.5,71.25,26.75,71.5,G42L6
26.25,71.25,26.5,71.5,G42L7
26.0,71.25,26.25,71.5,G42L8
26.75,71.5,27.0,71.75,G42L9
25.75,70.75,26.0,71.0,G42Q13
25.5,70.75,25.75,71.0,G42Q14
25.75,70.5,26.0,70.75,G42Q9
25.75,71.0,26.0,71.25,G42R1
25.5,71.5,25.75,71.75,G42R10
25.25,71.5,25.5,71.75,G42R11
25.0,71.5,25.25,71.75,G42R12
25.75,71.75,26.0,72.0,G42R13
25.25,71.75,25.5,72.0,G42R15
25.0,71.75,25.25,72.0,G42R16
25.5,71.0,25.75,71.25,G42R2
25.25,71.0,25.5,71.25,G42R3
25.0,71.0,25.25,71.25,G42R4
25.75,71.25,26.0,71.5,G42R5
25.5,71.25,25.75,71.5,G42R6
25.25,71.25,25.5,71.5,G42R7
25.0,71.25,25.25,71.5,G42R8
25.75,71.5,26.0,71.75,G42R9
24.25,68.75,24.5,69.0,G42U15
24.0,68.75,24.25,69.0,G42U16
24.25,69.5,24.5,69.75,G42V11
24.0,69.5,24.25,69.75,G42V12
24.0,69.75,24.25,70.0,G42V16
24.25,69.0,24.5,69.25,G42V3
24.0,69.0,24.25,69.25,G42V4
24.25,69.25,24.5,69.5,G42V7
24.0,69.25,24.25,69.5,G42V8
24.25,70.5,24.5,70.75,G42W11
24.0,70.5,24.25,70.75,G42W12
24.75,70.75,25.0,71.0,G42W13
24.5,70.75,24.75,71.0,G42W14
24.25,70.75,24.5,71.0,G42W15
24.0,70.75,24.25,71.0,G42W16
24.25,70.0,24.5,70.25,G42W3
24.0,70.0,24.25,70.25,G42W4
24.25,70.25,24.5,70.5,G42W7
24.0,70.25,24.25,70.5,G42W8
24.5,71.5,24.75,71.75,G42X10
24.25,71.5,24.5,71.75,G42X11
24.0,71.5,24.25,71.75,G42X12
24.75,71.75,25.0,72.0,G42X13
24.5,71.75,24.75,72.0,G42X14
24.25,71.75,24.5,72.0,G42X15
24.0,71.75,24.25,72.0,G42X16
24.5,71.0,24.75,71.25,G42X2
24.25,71.0,24.5,71.25,G42X3
24.0,71.0,24.25,71.25,G42X4
24.75,71.25,25.0,71.5,G42X5
24.5,71.25,24.75,71.5,G42X6
24.25,71.25,24.5,71.5,G42X7
24.0,71.25,24.25,71.5,G42X8
24.75,71.5,25.0,71.75,G42X9
27.75,72.0,28.0,72.25,G43A1
27.5,72.5,27.75,72.75,G43A10
27.25,72.5,27.5,72.75,G43A11
27.0,72.5,27.25,72.75,G43A12
27.75,72.75,28.0,73.0,G43A13
27.5,72.75,27.75,73.0,G43A14
27.25,72.75,27.5,73.0,G43A15
27.0,72.75,27.25,73.0,G43A16
27.5,72.0,27.75,72.25,G43A2
27.25,72.0,27.5,72.25,G43A3
27.0,72.0,27.25,72.25,G43A4
27.75,72.25,28.0,72.5,G43A5
27.5,72.25,27.75,72.5,G43A6
27.25,72.25,27.5,72.5,G43A7
27.0,72.25,27.25,72.5,G43A8
27.75,72.5,28.0,72.75,G43A9
27.75,73.0,28.0,73.25,G43B1
27.5,73.5,27.75,73.75,G43B10
27.25,73.5,27.5,73.75,G43B11
27.0,73.5,27.25,73.75,G43B12
27.75,73.75,28.0,74.0,G43B13
27.5,73.75,27.75,74.0,G43B14
27.25,73.75,27.5,74.0,G43B15
27.0,73.75,27.25,74.0,G43B16
27.5,73.0,27.75,73.25,G43B2
27.25,73.0,27.5,73.25,G43B3
27.0,73.0,27.25,73.25,G43B4
27.75,73.25,28.0,73.5,G43B5
27.5,73.25,27.75,73.5,G43B6
27.25,73.25,27.5,73.5,G43B7
27.0,73.25,27.25,73.5,G43B8
27.75,73.5,28.0,73.75,G43B9
27.75,74.0,28.0,74.25,G43C1
27.25,74.5,27.5,74.75,G43C11
27.75,74.75,28.0,75.0,G43C13
27.5,74.75,27.75,75.0,G43C14
27.25,74.75,27.5,75.0,G43C15
27.0,74.75,27.25,75.0,G43C16
27.25,74.0,27.5,74.25,G43C3
27.0,74.0,27.25,74.25,G43C4
27.75,74.25,28.0,74.5,G43C5
27.5,74.25,27.75,74.5,G43C6
27.0,74.25,27.25,74.5,G43C8
27.75,75.0,28.0,75.25,G43D1
27.5,75.5,27.75,75.75,G43D10
27.25,75.5,27.5,75.75,G43D11
27.0,75.5,27.25,75.75,G43D12
27.75,75.75,28.0,76.0,G43D13
27.5,75.75,27.75,76.0,G43D14
27.25,75.75,27.5,76.0,G43D15
27.0,75.75,27.25,76.0,G43D16
27.5,75.0,27.75,75.25,G43D2
27.25,75.0,27.5,75.25,G43D3
27.0,75.0,27.25,75.25,G43D4
27.75,75.25,28.0,75.5,G43D5
27.25,75.25,27.5,75.5,G43D7
27.0,75.25,27.25,75.5,G43D8
27.75,75.5,28.0,75.75,G43D9
27.75,76.0,28.0,76.25,G43E1
27.5,76.5,27.75,76.75,G43E10
27.25,76.5,27.5,76.75,G43E11
27.0,76.5,27.25,76.75,G43E12
27.75,76.75,28.0,77.0,G43E13
27.5,76.75,27.75,77.0,G43E14
27.25,76.75,27.5,77.0,G43E15
27.5,76.0,27.75,76.25,G43E2
27.25,76.0,27.5,76.25,G43E3
27.5,76.25,27.75,76.5,G43E6
27.25,76.25,27.5,76.5,G43E7
27.0,76.25,27.25,76.5,G43E8
27.75,76.5,28.0,76.75,G43E9
27.75,77.0,28.0,77.25,G43F1
27.5,77.5,27.75,77.75,G43F10
27.25,77.5,27.5,77.75,G43F11
27.0,77.5,27.25,77.75,G43F12
27.75,77.75,28.0,78.0,G43F13
27.5,77.0,27.75,77.25,G43F2
27.25,77.0,27.5,77.25,G43F3
27.0,77.0,27.25,77.25,G43F4
27.75,77.25,28.0,77.5,G43F5
27.5,77.25,27.75,77.5,G43F6
27.25,77.25,27.5,77.5,G43F7
27.0,77.25,27.25,77.5,G43F8
27.75,77.5,28.0,77.75,G43F9
26.75,72.0,27.0,72.25,G43G1
26.5,72.5,26.75,72.75,G43G10
26.25,72.5,26.5,72.75,G43G11
26.0,72.5,26.25,72.75,G43G12
26.75,72.75,27.0,73.0,G43G13
26.5,72.75,26.75,73.0,G43G14
26.25,72.75,26.5,73.0,G43G15
26.0,72.75,26.25,73.0,G43G16
26.5,72.0,26.75,72.25,G43G2
26.25,72.0,26.5,72.25,G43G3
26.0,72.0,26.25,72.25,G43G4
26.75,72.25,27.0,72.5,G43G5
26.5,72.25,26.75,72.5,G43G6
